"id","catalog_no","title","author_name","published_year","pages","language","status","source","category1","category2"
"1778","P0018","අභිධානප්පදීපිකා හෙවත් පාලිනිඝණ්ඩු 02 Edition","වස්කඩුවේ සුභූති හිමි","1883-01-01",384,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1779","P0018","අභිධානප්පදීපිකා හෙවත් පාලිනිඝණ්ඩු 03 Edition","වස්කඩුවේ සුභූති හිමි","1900-01-01",288,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1780","P0018","අභිධානප්පදීපිකා හෙවත් පාලිනිඝණ්ඩු 05;01 Edition","වස්කඩුවේ සුභූති හිමි","1900-01-01",283,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1781","P0018","අභිධානප්පදීපිකා හෙවත් පාලිනිඝණ්ඩු 01; 02 Edition","වස්කඩුවේ සුභූති හිමි","1900-01-01",284,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1782","P0019","කාත්‍යායන ෂඩාකාර වර්‍ණණනාව","නැබොඩ සීලරතන හිමි/ උරුගොඩ ඤානිස්සර හිමි","1928-01-01",72,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"2349","P0133","පද භෙදය","වැලිතොට ඤාණතිලක හිමි","1895-01-01",40,"Pali","Full","Na Uyana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"2350","P0134","පාලි නාමපද මාලාව හා ආඛ්‍යාත පදමාලාව","මොරගල්ලේ ඤාණෝභාස හිමි","1936-01-01",96,"Pali","Full","Na Uyana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"2351","P0135","බාලාවතාර සංග්‍රහය 1st Edition","සිටිනාමළුවේ ධම්මජෝති හිමි","1889-01-01",136,"Pali","Full","Na Uyana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"2352","P0135","බාලාවතාර සංග්‍රහය 2nd Edition","සිටිනාමළුවේ ධම්මජෝති හිමි","1913-01-01",164,"Pali","Full","Na Uyana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"2353","P0136","සද්දත්‍ථ භෙද චින්තා","සිරිධම්ම හිමි","1901-01-01",36,"Pali","Full","Na Uyana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"2867","P0153","සුබෝධාලංකාරො ලංකානන්ද ව්‍යාඛ්‍යාව",NULL,NULL,NULL,"Pali","Full","Na Uyana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"2868","P0154","Balawathara Vivaranaya",NULL,NULL,NULL,"Pali","Full","Na Uyana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1796","P0030","කච්චායනව්‍යාකරණං","ගුණරතන හිමි","1886-01-01",148,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1797","P0031","කච්චායනව්‍යාකරණං","ගුණරතන හිමි","1913-01-01",146,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1798","P0032","කච්චායන භෙදො","මාතර ධම්මවංශ හිමි ලද්දුව සෝමරත්න හිමි","1906-01-01",162,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1799","P0033","භාවාර්ථ කෞමුදී කාත්‍යායනභෙද වර්ණනාව","පාරුතොට ධම්මාරාම හිමි",NULL,60,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1800","P0034","කච්චායන භෙදො",NULL,"1886-01-01",22,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1813","P0046","පාලිවාක්‍යවිවේචනය","පොල්වත්තේ බුද්ධදත්ත හිමි","1933-01-01",112,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1817","P0050","පාලිවාක්‍යරචනාව සහ පරිවර්තනපරිචය","පොල්වත්තේ බුද්ධදත්ත හිමි","1947-01-01",136,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1818","P0051","පාවචනොපායනී මාගධීපණ්ණිකා (ප්‍රථම - ද්විතීය භාගය)","විලේගොඩ ධම්මානන්ද හිමි","1912-01-01",252,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1820","P0053","පාළිපාඨ මඤ්ජරී නවීන භාගය","කහඳාමෝදර පියරතන හිමි","1980-01-01",68,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1824","P0056","බාලාවතාර පුච්ඡාවිස්සජ්ජනං","කේ ජෝතිරතන හිමි","1915-01-01",422,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1825","P0057","බාලාවතාර ටීකා","උත්තම මංගල බුද්ධඝෝෂ හිමි","1901-01-01",74,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"2311","A0144","අභිධම්මත්‍ථසංගහසංඛේපවන්නනා","ඇම් ධර්මරත්න මයා","1899-01-01",60,"Pali","Full","Daham Madura","අභිධර්ම","අභිධර්ම"
"2320","P0104","මොග්ගල්ලාන ව්‍යකරනං","ධම්මවිචය ග්‍රන්ථ",NULL,220,"Pali","Full","Na Uyana","පාලි ව්‍යාකරණ ග්‍රන්ථ","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2321","P0105","කච්චායන ව්‍යකරනං","ධම්මවිචය ග්‍රන්ථ",NULL,209,"Pali","Full","Na Uyana","පාලි ව්‍යාකරණ ග්‍රන්ථ","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2324","P0108","පදරුපසිද්ධි","ධම්මවිචය ග්‍රන්ථ",NULL,334,"Pali","Full","Na Uyana","පාලි ව්‍යාකරණ ග්‍රන්ථ","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"1826","P0058","සන්න සහිත නාමපද මාලාව සහ ආඛ්‍යාතපද මාලාව",NULL,"1907-01-01",80,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1829","P0061","බාලාවතාරො","ධම්මකිත්ති ධම්මාරාම හිමි","1902-01-01",94,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1830","P0062","බාලාවතාර ව්‍යාඛ්‍යා - බාලාවබොධිනී - (2)",NULL,NULL,199,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1831","P0063","සත්‍යාවතාරය","කේ එස් කිර්තිරතන හිමි","1903-01-01",28,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1861","P0089","සුබෝධාලංකාරය","දොඩම්දුවේ ධර්මසේන හිමි","1910-01-01",212,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1840","P0070","බාලාවතාර බලනසන්නය","එල්ලාවල සංකිච්ච හිමි","1899-01-01",206,"Pali","Full","Na Uyana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1835","P0066","බාලාවතාර ගඩලාදෙනි සන්නය",NULL,"1917-01-01",202,"Pali","Full","Na Uyana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1865","P0093","විභත්තිකථා","වාරන විහාරවාසි පඤ්ඤානන්ද හිමි","1905-01-01",42,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1866","P0094","සන්න සහිත ශබ්ධසාරාත්‍ථර්‍ ජාලිනිය","සීලක්ඛන්ධ හිමි","1900-01-01",140,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1867","P0095","සන්න සහිත ශබ්ධසාරාත්‍ථර්‍ ජාලිනිය","සීලානන්ද හිමි","1902-01-01",182,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1868","P0096","සන්ධිදීපනී 1st Edition","යෝගියානේ නන්දාරාමතිස්ස හිමි","1886-01-01",102,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1869","P0096","සන්ධිදීපනී 2nd Edition","යෝගියානේ නන්දාරාමතිස්ස හිමි","1921-01-01",104,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1870","P0097","සුබෝධාලංකාරො","ඒ බි පෙරේරා","1897-01-01",30,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1871","P0098","සන්න සහිත සම්බන්ධචින්තා","කළුතර සාරානන්ද හිමි/ ආරණ්‍යවාසී ගෝතම හිමි","1891-01-01",112,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1872","P0099","සුධීරමුඛමණ්ඩනං - පාලිසමාසචක්කං","රතනජෝති හිමි","1910-01-01",47,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1873","P0100","සුබෝධාලංකාරය - පුරාතන සන්න සහිත","උදම්මිට ධම්මරක්ඛිත හිමි","1910-01-01",233,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1874","P0101","සම්බන්ධ චින්තා","කළුතර සාරානන්ද හිමි/ ආරණ්‍යවාසී ගෝතම හිමි","1891-01-01",30,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"2344","P0128","වච්චවාචකය","වැලිතොට ඤාණතිලක හිමි","1899-01-01",58,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"2354","P0137","පාලි පදමාලාව - ප්‍රථම භාගය","ජේ ඩබ් පවුලස් ද සිල්වා","1970-01-01",128,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"2355","P0138","විභත්‍යත්‍ථය","වැලිතොට ඤාණතිලක හිමි","1905-01-01",44,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"2356","P0139","රූපභෙදපපකාසිනිය","වැලිතොට ඤාණතිලක හිමි","1907-01-01",52,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"2357","P0140","පාලි ව්‍යාකරණොදය","යටලමත්තේ සරණංකර හිමි","1926-01-01",132,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
